Age,DailyRate,DistanceFromHome,HourlyRate,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,YearsAtCompany,AnnualIncome,IncomePerYearExp,Age_Company_Ratio,Role_Stability,OverTime_Yes,Target_Attrition
37,1189,3,87,7428,14506,2,12,12,5,89136,571.3846153846154,0.13513513513513514,0.5,False,False
34,1354,5,45,11631,5615,2,12,14,11,139572,775.4,0.3235294117647059,0.8333333333333334,False,False
36,1467,11,92,9738,22952,0,14,10,9,116856,885.2727272727273,0.25,0.7,False,False
36,922,3,39,2835,2561,5,22,7,1,34020,354.375,0.027777777777777776,0.0,False,False
43,394,26,92,16959,19494,1,12,25,25,203508,652.2692307692307,0.5813953488372093,0.46153846153846156,True,False
30,1312,23,96,2613,22310,1,25,10,10,31356,237.54545454545453,0.3333333333333333,0.6363636363636364,False,False
33,750,22,95,6146,15480,0,13,8,7,73752,682.8888888888889,0.21212121212121213,0.875,False,False
56,441,14,72,4963,4510,9,18,7,5,59556,620.375,0.08928571428571429,0.6666666666666666,True,True
51,684,6,51,19537,6462,7,13,23,20,234444,814.0416666666666,0.39215686274509803,0.8571428571428571,False,False
31,249,6,76,6172,20739,4,18,12,7,74064,474.7692307692308,0.22580645161290322,0.875,True,True
26,841,6,46,2368,23300,1,19,5,5,28416,394.6666666666667,0.19230769230769232,0.6666666666666666,False,False
58,147,23,94,10312,3465,1,12,40,40,123744,251.5121951219512,0.6896551724137931,0.24390243902439024,False,True
19,528,22,50,1675,26820,1,19,0,0,20100,1675.0,0.0,0.0,True,True
22,594,2,100,2523,19299,0,14,3,2,30276,630.75,0.09090909090909091,0.3333333333333333,False,False
49,470,20,96,6567,5549,1,14,16,15,78804,386.29411764705884,0.30612244897959184,0.6875,False,False
43,957,28,72,4739,16090,4,12,18,3,56868,249.42105263157896,0.06976744186046512,0.5,False,False
50,809,12,77,9208,6645,4,11,16,2,110496,541.6470588235294,0.04,0.6666666666666666,False,False
31,542,20,71,4559,24788,3,11,4,2,54708,911.8,0.06451612903225806,0.6666666666666666,True,True
41,802,9,96,8189,21196,3,13,12,9,98268,629.9230769230769,0.21951219512195122,0.7,True,False
26,1355,25,61,2942,8916,1,23,8,8,35304,326.8888888888889,0.3076923076923077,0.7777777777777778,False,False
36,216,6,84,4941,2819,6,20,7,3,59292,617.625,0.08333333333333333,0.5,False,False
51,1150,8,53,10650,25150,2,15,18,4,127800,560.5263157894736,0.0784313725490196,0.4,False,True
39,1329,4,47,5902,14590,4,14,17,15,70824,327.8888888888889,0.38461538461538464,0.6875,False,False
25,959,28,41,8639,24835,2,18,6,2,103668,1234.142857142857,0.08,0.6666666666666666,False,False
30,1240,9,48,6347,13982,0,19,12,11,76164,488.2307692307692,0.36666666666666664,0.75,True,False
32,1033,9,41,4200,10224,7,22,10,5,50400,381.8181818181818,0.15625,0.6666666666666666,False,True
45,1316,29,83,3452,9752,5,13,9,6,41424,345.2,0.13333333333333333,0.7142857142857143,False,False
38,364,3,32,4317,2302,3,20,19,3,51804,215.85,0.07894736842105263,0.5,True,False
30,438,18,75,2632,23910,1,14,5,5,31584,438.6666666666667,0.16666666666666666,0.6666666666666666,False,False
32,689,9,35,4668,22812,0,17,9,8,56016,466.8,0.25,0.7777777777777778,False,False
30,201,5,84,3204,10415,5,14,8,3,38448,356.0,0.1,0.5,False,False
30,1427,2,35,2720,11162,0,13,6,5,32640,388.57142857142856,0.16666666666666666,0.5,False,False
41,857,10,91,17181,12888,4,13,21,7,206172,780.9545454545455,0.17073170731707318,0.75,False,False
41,933,9,94,2238,6961,2,21,7,5,26856,279.75,0.12195121951219512,0.0,False,False
19,1181,3,79,1483,16102,1,14,1,1,17796,741.5,0.05263157894736842,0.0,False,False
40,1395,26,54,5605,8504,1,11,20,20,67260,266.9047619047619,0.5,0.3333333333333333,False,False
35,662,1,94,7295,11439,1,13,10,10,87540,663.1818181818181,0.2857142857142857,0.7272727272727273,False,False
53,1436,6,34,2306,16047,2,20,13,7,27672,164.71428571428572,0.1320754716981132,0.875,True,False
45,194,9,60,2348,10901,8,18,20,17,28176,111.80952380952381,0.37777777777777777,0.5,False,False
32,967,8,43,8998,15589,1,14,9,9,107976,899.8,0.28125,0.8,False,False
29,1496,1,41,4319,26283,1,13,10,10,51828,392.6363636363636,0.3448275862068966,0.6363636363636364,False,False
51,1169,7,34,6132,13983,2,17,10,1,73584,557.4545454545455,0.0196078431372549,0.0,False,False
58,1145,9,75,3346,11873,4,20,9,1,40152,334.6,0.017241379310344827,0.0,True,False
40,630,4,67,10855,8552,7,11,15,12,130260,678.4375,0.3,0.8461538461538461,False,False
34,303,2,75,2231,11314,6,18,6,4,26772,318.7142857142857,0.11764705882352941,0.6,False,False
22,1256,19,80,2323,11992,1,24,2,2,27876,774.3333333333334,0.09090909090909091,0.6666666666666666,False,False
27,691,9,57,2024,5970,6,18,6,2,24288,289.14285714285717,0.07407407407407407,0.6666666666666666,False,False
28,440,21,42,2713,6672,1,11,5,5,32556,452.1666666666667,0.17857142857142858,0.3333333333333333,False,False
57,334,24,83,9439,23402,3,16,12,5,113268,726.0769230769231,0.08771929824561403,0.5,True,False
27,1450,3,79,2566,25326,1,15,1,1,30792,1283.0,0.037037037037037035,0.5,True,False
50,1452,11,53,19926,17053,3,15,21,5,239112,905.7272727272727,0.1,0.6666666666666666,False,False
41,465,14,56,2451,4609,4,12,13,9,29412,175.07142857142858,0.21951219512195122,0.8,False,False
30,1339,5,41,9419,8053,2,12,12,10,113028,724.5384615384615,0.3333333333333333,0.8181818181818182,False,False
38,702,1,59,8686,12930,4,22,12,8,104232,668.1538461538462,0.21052631578947367,0.3333333333333333,False,False
32,120,6,43,3038,12430,3,20,8,5,36456,337.55555555555554,0.15625,0.6666666666666666,False,False
27,1157,17,51,3058,13364,0,16,6,5,36696,436.85714285714283,0.18518518518518517,0.3333333333333333,True,False
19,602,1,100,2325,20989,0,21,1,0,27900,1162.5,0.0,0.0,False,True
36,1480,3,30,2088,15062,4,12,13,8,25056,149.14285714285714,0.2222222222222222,0.7777777777777778,False,False
30,111,9,66,3072,11012,1,11,12,12,36864,236.30769230769232,0.4,0.6923076923076923,False,False
45,1268,4,30,5006,6319,4,11,9,5,60072,500.6,0.1111111111111111,0.6666666666666666,True,False
56,713,8,67,4257,13939,4,18,19,2,51084,212.85,0.03571428571428571,0.6666666666666666,True,False
33,134,2,90,2500,10515,0,14,4,3,30000,500.0,0.09090909090909091,0.25,False,False
19,303,2,47,1102,9241,1,22,1,1,13224,551.0,0.05263157894736842,0.0,False,True
46,526,1,92,10453,2137,1,25,24,24,125436,418.12,0.5217391304347826,0.52,False,False
38,1380,9,75,2288,6319,1,12,2,2,27456,762.6666666666666,0.05263157894736842,0.6666666666666666,False,False
31,140,12,95,3929,6984,8,23,7,4,47148,491.125,0.12903225806451613,0.4,True,False
34,629,27,95,2311,5711,2,15,9,3,27732,231.1,0.08823529411764706,0.5,False,False
41,1356,20,70,3140,21728,1,22,4,4,37680,628.0,0.0975609756097561,0.6,True,True
50,328,1,86,3690,3425,2,15,5,3,44280,615.0,0.06,0.5,False,False
53,1084,13,57,4450,26250,1,11,5,4,53400,741.6666666666666,0.07547169811320754,0.4,False,False
33,931,14,72,2756,4673,1,13,8,8,33072,306.22222222222223,0.24242424242424243,0.7777777777777778,False,False
40,989,4,46,19033,6499,1,14,21,20,228396,865.1363636363636,0.5,0.38095238095238093,False,False
55,692,14,61,18722,13339,8,11,36,24,224664,506.0,0.43636363636363634,0.6,False,False
34,1069,2,45,9547,14074,1,17,10,10,114564,867.9090909090909,0.29411764705882354,0.8181818181818182,False,False
51,313,3,98,13734,7192,3,18,21,7,164808,624.2727272727273,0.13725490196078433,0.875,False,False
52,699,1,65,19999,5678,0,14,34,33,239988,571.4,0.6346153846153846,0.5294117647058824,False,False
27,894,9,99,2279,11781,1,16,7,7,27348,284.875,0.25925925925925924,0.875,False,False
35,556,23,50,5916,15497,3,13,8,1,70992,657.3333333333334,0.02857142857142857,0.0,True,True
43,1344,7,37,2089,5228,4,14,7,5,25068,261.125,0.11627906976744186,0.6666666666666666,False,False
45,1195,2,65,16792,20462,9,23,22,20,201504,730.0869565217391,0.4444444444444444,0.38095238095238093,False,False
37,290,21,65,3564,22977,1,12,8,8,42768,396.0,0.21621621621621623,0.7777777777777778,True,False
35,138,2,37,4425,15986,5,11,10,6,53100,402.27272727272725,0.17142857142857143,0.2857142857142857,False,False
42,926,21,36,5265,16439,2,16,11,5,63180,438.75,0.11904761904761904,0.5,False,False
38,1261,2,88,6553,7259,9,14,14,1,78636,436.8666666666667,0.02631578947368421,0.0,False,False
38,1084,29,54,6261,4185,3,18,9,7,75132,626.1,0.18421052631578946,0.875,False,False
27,472,1,60,4298,9679,5,19,6,2,51576,614.0,0.07407407407407407,0.6666666666666666,False,False
49,1002,18,92,6804,23793,1,15,7,7,81648,850.5,0.14285714285714285,0.875,True,False
34,878,10,43,3815,5972,1,17,5,5,45780,635.8333333333334,0.14705882352941177,0.5,True,False
40,905,19,99,2741,16523,8,15,15,7,32892,171.3125,0.175,0.25,True,False
38,1180,29,70,6673,11354,7,19,17,1,80076,370.72222222222223,0.02631578947368421,0.0,True,True
29,121,27,35,7639,24525,1,22,10,10,91668,694.4545454545455,0.3448275862068966,0.36363636363636365,False,True
22,1136,5,60,2328,12392,1,16,4,4,27936,465.6,0.18181818181818182,0.4,True,False
36,635,18,73,2153,7703,1,13,8,8,25836,239.22222222222223,0.2222222222222222,0.1111111111111111,False,False
40,1151,9,63,4876,14242,9,14,5,3,58512,812.6666666666666,0.075,0.5,False,False
46,644,1,97,9396,12368,7,16,17,4,112752,522.0,0.08695652173913043,0.4,False,False
32,1045,4,32,10400,25812,1,11,14,14,124800,693.3333333333334,0.4375,0.5333333333333333,False,True
30,829,1,88,8474,20925,1,22,12,11,101688,651.8461538461538,0.36666666666666664,0.6666666666666666,False,False
27,1242,20,90,9981,12916,1,14,7,7,119772,1247.625,0.25925925925925924,0.875,False,False
51,1469,8,81,12490,15736,5,16,16,10,149880,734.7058823529412,0.19607843137254902,0.8181818181818182,False,False
30,1005,3,88,2657,8556,5,11,8,5,31884,295.22222222222223,0.16666666666666666,0.3333333333333333,True,True
41,896,6,75,13591,14674,3,18,16,1,163092,799.4705882352941,0.024390243902439025,0.0,True,False
30,334,26,52,6696,22967,5,15,9,6,80352,669.6,0.2,0.42857142857142855,False,True
29,992,1,85,2058,19757,0,14,7,6,24696,257.25,0.20689655172413793,0.2857142857142857,False,True
45,1052,6,57,8865,16840,6,12,23,19,106380,369.375,0.4222222222222222,0.35,False,False
54,1147,3,52,5940,17011,2,14,16,6,71280,349.4117647058824,0.1111111111111111,0.2857142857142857,False,False
36,1396,5,62,5914,9945,8,16,16,13,70968,347.88235294117646,0.3611111111111111,0.7857142857142857,False,False
33,147,4,47,2622,13248,6,21,7,3,31464,327.75,0.09090909090909091,0.5,False,False
37,663,11,47,12185,10056,1,14,10,10,146220,1107.7272727272727,0.2702702702702703,0.7272727272727273,True,False
38,119,3,76,10609,9647,0,12,17,16,127308,589.3888888888889,0.42105263157894735,0.5882352941176471,False,False
31,979,1,90,4345,4381,0,12,6,5,52140,620.7142857142857,0.16129032258064516,0.6666666666666666,False,False
59,142,3,70,2177,8456,3,17,7,1,26124,272.125,0.01694915254237288,0.0,False,False
37,319,4,41,2793,2539,4,17,13,9,33516,199.5,0.24324324324324326,0.8,False,False
29,1413,1,42,7918,6599,1,14,11,11,95016,659.8333333333334,0.3793103448275862,0.8333333333333334,False,False
35,944,1,92,8789,9096,1,14,10,10,105468,799.0,0.2857142857142857,0.6363636363636364,False,False
29,896,18,86,2389,14961,1,13,4,4,28668,477.8,0.13793103448275862,0.6,True,True
52,1323,2,89,3212,3300,7,15,6,2,38544,458.85714285714283,0.038461538461538464,0.6666666666666666,False,False
42,532,4,58,19232,4933,1,11,22,22,230784,836.1739130434783,0.5238095238095238,0.7391304347826086,False,False
59,818,6,52,2267,25657,8,17,7,2,27204,283.375,0.03389830508474576,0.6666666666666666,False,False
50,854,1,68,19517,24118,3,11,32,7,234204,591.4242424242424,0.14,0.0,False,False
33,813,14,58,2436,22149,5,13,8,5,29232,270.6666666666667,0.15151515151515152,0.6666666666666666,True,True
43,1034,16,80,16064,7744,5,22,22,17,192768,698.4347826086956,0.3953488372093023,0.7222222222222222,True,False
33,465,2,39,2707,21509,7,20,13,9,32484,193.35714285714286,0.2727272727272727,0.7,False,True
52,771,2,79,19068,21030,1,18,33,33,228816,560.8235294117648,0.6346153846153846,0.20588235294117646,True,False
32,1401,4,56,3931,20990,2,11,6,4,47172,561.5714285714286,0.125,0.6,False,False
32,515,1,62,3730,9571,0,14,4,3,44760,746.0,0.09375,0.5,True,True
39,1431,1,96,2232,15417,7,14,7,3,26784,279.0,0.07692307692307693,0.5,False,False
32,976,26,100,4465,12069,0,18,4,3,53580,893.0,0.09375,0.5,False,False
41,1411,19,36,3072,19877,2,16,17,1,36864,170.66666666666666,0.024390243902439025,0.0,False,False
40,1300,24,62,3319,24447,1,17,9,9,39828,331.9,0.225,0.8,False,False
45,252,1,70,19202,15970,0,11,25,24,230424,738.5384615384615,0.5333333333333333,0.0,False,False
31,1327,3,73,13675,13523,9,12,9,2,164100,1367.5,0.06451612903225806,0.6666666666666666,False,False
33,832,5,63,2911,14776,1,13,2,2,34932,970.3333333333334,0.06060606060606061,0.6666666666666666,False,False
34,470,2,84,5957,23687,6,13,13,11,71484,425.5,0.3235294117647059,0.75,False,False
37,1017,1,83,3920,18697,2,14,17,3,47040,217.77777777777777,0.08108108108108109,0.25,False,False
45,1199,7,77,6434,5118,4,17,9,3,77208,643.4,0.06666666666666667,0.5,False,False
37,504,10,61,10048,22573,6,11,17,1,120576,558.2222222222222,0.02702702702702703,0.0,False,True
39,505,2,64,10938,6420,0,25,20,19,131256,520.8571428571429,0.48717948717948717,0.3,False,False
29,665,15,60,2340,22673,1,19,6,6,28080,334.2857142857143,0.20689655172413793,0.7142857142857143,False,False
42,916,17,82,6545,23016,3,13,10,3,78540,595.0,0.07142857142857142,0.5,True,False
29,1247,20,45,6931,10732,2,14,10,3,83172,630.0909090909091,0.10344827586206896,0.5,False,False
25,685,1,62,4898,7505,0,12,5,4,58776,816.3333333333334,0.16,0.4,False,False
42,269,2,56,2593,8007,0,11,10,9,31116,235.72727272727272,0.21428571428571427,0.6,True,False
40,1416,2,49,19436,5949,0,19,22,21,233232,845.0434782608696,0.525,0.3181818181818182,False,False
51,833,1,96,2723,23231,1,11,1,1,32676,1361.5,0.0196078431372549,0.0,False,False
31,307,29,71,3479,11652,0,11,6,5,41748,497.0,0.16129032258064516,0.6666666666666666,False,True
32,1311,7,100,2794,26062,1,20,5,5,33528,465.6666666666667,0.15625,0.16666666666666666,False,False
38,1327,2,39,5249,19682,3,18,13,8,62988,374.92857142857144,0.21052631578947367,0.7777777777777778,False,False
32,128,2,84,2176,19737,4,13,9,6,26112,217.6,0.1875,0.2857142857142857,False,False
46,488,2,75,16872,14977,3,12,28,7,202464,581.7931034482758,0.15217391304347827,0.875,True,False
28,529,2,79,3485,14935,2,11,5,0,41820,580.8333333333334,0.0,0.0,False,True
29,1210,2,78,6644,3687,2,19,10,0,79728,604.0,0.0,0.0,False,False
31,1463,23,64,5582,14408,0,21,10,9,66984,507.45454545454544,0.2903225806451613,0.0,False,False
25,675,5,85,4000,18384,1,12,6,6,48000,571.4285714285714,0.24,0.42857142857142855,False,False
45,1385,20,79,13496,7501,0,14,21,20,161952,613.4545454545455,0.4444444444444444,0.3333333333333333,True,False
36,1403,6,47,3210,20251,0,11,16,15,38520,188.8235294117647,0.4166666666666667,0.8125,False,False
55,452,1,81,19045,18938,0,14,37,36,228540,501.1842105263158,0.6545454545454545,0.2702702702702703,True,False
47,666,29,88,11849,10268,1,12,10,10,142188,1077.1818181818182,0.2127659574468085,0.6363636363636364,True,True
28,1158,9,94,2070,2613,1,23,5,5,24840,345.0,0.17857142857142858,0.3333333333333333,False,False
